Site,Exposure,year,depth,transect,Family,Functional.Group,species,abundance
Steve's Gully,Oblique,2011,deep,1,Scaridae,Scraper,sca.ghob,1
Steve's Gully,Oblique,2011,deep,1,Serranidae,Carnivore,cep.cyan,1
Steve's Gully,Oblique,2011,deep,1,Serranidae,Hunting piscivore,pms.leop,3
Steve's Gully,Oblique,2011,deep,2,Acanthuridae,Grazer,cte.bino,2
Steve's Gully,Oblique,2011,deep,2,Acanthuridae,Planktivore,nas.brev,1
Steve's Gully,Oblique,2011,deep,2,Caesionidae,Planktivore,cae.tere,11
Steve's Gully,Oblique,2011,deep,2,Chaetodontidae,Facultative corallivore,cha.ulie,1
Steve's Gully,Oblique,2011,deep,2,Chaetodontidae,Microinvertivore,chm.rost,2
Steve's Gully,Oblique,2011,deep,2,Chaetodontidae,Obligate corallivore,cha.afas,4
Steve's Gully,Oblique,2011,deep,2,Chaetodontidae,Obligate corallivore,cha.ttus,2
Steve's Gully,Oblique,2011,deep,2,Chaetodontidae,Omnivore,cha.line,1
Steve's Gully,Oblique,2011,deep,2,Chaetodontidae,Omnivore,cha.vaga,2
Steve's Gully,Oblique,2011,deep,2,Haemulidae,Macroinvertivore,ple.chry,1
Steve's Gully,Oblique,2011,deep,2,Labridae,Hunting piscivore,oxy.diag,2
Steve's Gully,Oblique,2011,deep,2,Labridae,Hunting piscivore,tha.luna,7
Steve's Gully,Oblique,2011,deep,2,Labridae,Macroinvertivore,che.fasc,2
Steve's Gully,Oblique,2011,deep,2,Labridae,Macroinvertivore,che.tril,1
Steve's Gully,Oblique,2011,deep,2,Labridae,Macroinvertivore,cor.auyg,1
Steve's Gully,Oblique,2011,deep,2,Labridae,Macroinvertivore,hem.melt,2
Steve's Gully,Oblique,2011,deep,2,Labridae,Microinvertivore,hal.mela,2
Steve's Gully,Oblique,2011,deep,2,Labridae,Microinvertivore,lab.dimi,1
Steve's Gully,Oblique,2011,deep,2,Lethrinidae,Carnivore,let.atki,1
Steve's Gully,Oblique,2011,deep,2,Lethrinidae,Macroinvertivore,mon.gran,1
Steve's Gully,Oblique,2011,deep,2,Nemipteridae,Carnivore,sco.marg,1
Steve's Gully,Oblique,2011,deep,2,Nemipteridae,Macroinvertivore,sco.bili,2
Steve's Gully,Oblique,2011,deep,2,Pomacanthidae,Omnivore,cen.bico,2
Steve's Gully,Oblique,2011,deep,2,Pomacentridae,Indeterminate farmer,pom.adel,1
Steve's Gully,Oblique,2011,deep,2,Pomacentridae,Omnivore,pom.ambo,9
Steve's Gully,Oblique,2011,deep,2,Pomacentridae,Omnivore,pom.brac,9
Steve's Gully,Oblique,2011,deep,2,Pomacentridae,Omnivore,pom.molu,36
Steve's Gully,Oblique,2011,deep,2,Pomacentridae,Planktivore,acn.poly,2
Steve's Gully,Oblique,2011,deep,2,Pomacentridae,Planktivore,chy.roll,3
Steve's Gully,Oblique,2011,deep,2,Pomacentridae,Planktivore,das.reti,1
Steve's Gully,Oblique,2011,deep,2,Pomacentridae,Planktivore,neo.azys,4
Steve's Gully,Oblique,2011,deep,2,Pomacentridae,Planktivore,pom.lepi,2
Steve's Gully,Oblique,2011,deep,2,Pomacentridae,Planktivore,pom.naga,1
Steve's Gully,Oblique,2011,deep,2,Scaridae,Excavator,chs.blee,1
Steve's Gully,Oblique,2011,deep,2,Scaridae,Scraper,sca.flav,2
Steve's Gully,Oblique,2011,deep,2,Scaridae,Scraper,sca.nigr,1
Steve's Gully,Oblique,2011,deep,2,Scaridae,Scraper,sca.rivu,1
Steve's Gully,Oblique,2011,deep,2,Serranidae,Carnivore,cep.boen,1
Steve's Gully,Oblique,2011,deep,2,Serranidae,Carnivore,cep.cyan,2
Steve's Gully,Oblique,2011,deep,2,Serranidae,Hunting piscivore,pms.macu,2
Steve's Gully,Oblique,2011,deep,2,Siganidae,Browser,sig.doli,2
Steve's Gully,Oblique,2011,deep,2,Siganidae,Browser,sig.pmus,2
Steve's Gully,Oblique,2011,deep,3,Acanthuridae,Cropper,zeb.scop,1
Steve's Gully,Oblique,2011,deep,3,Acanthuridae,Cropper,zeb.veli,1
Steve's Gully,Oblique,2011,deep,3,Acanthuridae,Grazer,aca.bloc,2
Steve's Gully,Oblique,2011,deep,3,Acanthuridae,Grazer,aca.nuda,1
Steve's Gully,Oblique,2011,deep,3,Acanthuridae,Grazer,cte.bino,5
Steve's Gully,Oblique,2011,deep,3,Balistidae,Macroinvertivore,suf.chry,1
Steve's Gully,Oblique,2011,deep,3,Chaetodontidae,Facultative corallivore,cha.klei,1
Steve's Gully,Oblique,2011,deep,3,Chaetodontidae,Microinvertivore,hen.mono,1
Steve's Gully,Oblique,2011,deep,3,Chaetodontidae,Obligate corallivore,cha.afas,3
Steve's Gully,Oblique,2011,deep,3,Chaetodontidae,Obligate corallivore,cha.rain,3
Steve's Gully,Oblique,2011,deep,3,Chaetodontidae,Omnivore,cha.ephi,2
Steve's Gully,Oblique,2011,deep,3,Chaetodontidae,Omnivore,cha.vaga,1
Steve's Gully,Oblique,2011,deep,3,Labridae,Carnivore,hlg.doli,1
Steve's Gully,Oblique,2011,deep,3,Labridae,Carnivore,oxy.orie,1
Steve's Gully,Oblique,2011,deep,3,Labridae,Hunting piscivore,tha.luna,17
Steve's Gully,Oblique,2011,deep,3,Labridae,Macroinvertivore,che.chlo,1
Steve's Gully,Oblique,2011,deep,3,Labridae,Macroinvertivore,cor.batu,2
Steve's Gully,Oblique,2011,deep,3,Labridae,Macroinvertivore,cor.gaim,1
Steve's Gully,Oblique,2011,deep,3,Labridae,Microinvertivore,hal.mela,2
Steve's Gully,Oblique,2011,deep,3,Labridae,Microinvertivore,lab.dimi,1
Steve's Gully,Oblique,2011,deep,3,Lutjanidae,Carnivore,lut.carp,1
Steve's Gully,Oblique,2011,deep,3,Mullidae,Carnivore,par.cycl,1
Steve's Gully,Oblique,2011,deep,3,Mullidae,Macroinvertivore,par.mult,1
Steve's Gully,Oblique,2011,deep,3,Nemipteridae,Macroinvertivore,sco.bili,2
Steve's Gully,Oblique,2011,deep,3,Pomacanthidae,Omnivore,cen.bico,5
Steve's Gully,Oblique,2011,deep,3,Pomacanthidae,Spongivore,pyg.diac,2
Steve's Gully,Oblique,2011,deep,3,Pomacentridae,Indeterminate farmer,pom.adel,6
Steve's Gully,Oblique,2011,deep,3,Pomacentridae,Omnivore,pom.ambo,9
Steve's Gully,Oblique,2011,deep,3,Pomacentridae,Omnivore,pom.brac,16
Steve's Gully,Oblique,2011,deep,3,Pomacentridae,Omnivore,pom.molu,9
Steve's Gully,Oblique,2011,deep,3,Pomacentridae,Planktivore,chr.tern,2
Steve's Gully,Oblique,2011,deep,3,Pomacentridae,Planktivore,chr.webe,1
Steve's Gully,Oblique,2011,deep,3,Pomacentridae,Planktivore,pom.naga,6
Steve's Gully,Oblique,2011,deep,3,Scaridae,Scraper,sca.flav,1
Steve's Gully,Oblique,2011,deep,3,Scaridae,Scraper,sca.rivu,3
Steve's Gully,Oblique,2011,deep,3,Scaridae,Scraper,sca.schl,3
Steve's Gully,Oblique,2011,deep,3,Serranidae,Carnivore,cep.cyan,1
Steve's Gully,Oblique,2011,deep,3,Siganidae,Spongivore,sig.puel,1
Steve's Gully,Oblique,2011,shallow,1,Acanthuridae,Cropper,zeb.scop,4
Steve's Gully,Oblique,2011,shallow,1,Acanthuridae,Grazer,cte.stri,11
Steve's Gully,Oblique,2011,shallow,1,Balistidae,Macroinvertivore,suf.chry,6
Steve's Gully,Oblique,2011,shallow,1,Balistidae,Omnivore,blp.undu,1
Steve's Gully,Oblique,2011,shallow,1,Chaetodontidae,Facultative corallivore,cha.klei,1
Steve's Gully,Oblique,2011,shallow,1,Chaetodontidae,Facultative corallivore,cha.mela,1
Steve's Gully,Oblique,2011,shallow,1,Chaetodontidae,Obligate corallivore,cha.afas,1
Steve's Gully,Oblique,2011,shallow,1,Chaetodontidae,Obligate corallivore,cha.baro,1
Steve's Gully,Oblique,2011,shallow,1,Chaetodontidae,Obligate corallivore,cha.ttus,3
Steve's Gully,Oblique,2011,shallow,1,Chaetodontidae,Omnivore,cha.auri,1
Steve's Gully,Oblique,2011,shallow,1,Labridae,Hunting piscivore,tha.luna,1
Steve's Gully,Oblique,2011,shallow,1,Labridae,Macroinvertivore,cor.batu,1
Steve's Gully,Oblique,2011,shallow,1,Labridae,Macroinvertivore,cor.gaim,1
Steve's Gully,Oblique,2011,shallow,1,Labridae,Microinvertivore,lab.dimi,2
Steve's Gully,Oblique,2011,shallow,1,Mullidae,Macroinvertivore,par.barb,1
Steve's Gully,Oblique,2011,shallow,1,Mullidae,Macroinvertivore,par.mult,1
Steve's Gully,Oblique,2011,shallow,1,Nemipteridae,Carnivore,sco.marg,1
Steve's Gully,Oblique,2011,shallow,1,Pomacanthidae,Omnivore,cen.bico,6
Steve's Gully,Oblique,2011,shallow,1,Pomacanthidae,Omnivore,poc.sexs,1
Steve's Gully,Oblique,2011,shallow,1,Pomacentridae,Indeterminate farmer,pom.adel,3
Steve's Gully,Oblique,2011,shallow,1,Pomacentridae,Omnivore,pom.ambo,9
Steve's Gully,Oblique,2011,shallow,1,Pomacentridae,Omnivore,pom.brac,28
Steve's Gully,Oblique,2011,shallow,1,Pomacentridae,Planktivore,amb.cura,3
Steve's Gully,Oblique,2011,shallow,1,Pomacentridae,Planktivore,chr.tern,1
Steve's Gully,Oblique,2011,shallow,1,Pomacentridae,Planktivore,chr.viri,43
Steve's Gully,Oblique,2011,shallow,1,Pomacentridae,Planktivore,chy.roll,7
Steve's Gully,Oblique,2011,shallow,1,Pomacentridae,Planktivore,das.reti,5
Steve's Gully,Oblique,2011,shallow,1,Pomacentridae,Planktivore,neo.azys,36
Steve's Gully,Oblique,2011,shallow,1,Pomacentridae,Planktivore,pom.lepi,23
Steve's Gully,Oblique,2011,shallow,1,Pomacentridae,Planktivore,pom.naga,2
Steve's Gully,Oblique,2011,shallow,1,Scaridae,Excavator,chs.sord,8
Steve's Gully,Oblique,2011,shallow,1,Scaridae,Scraper,sca.cham,2
Steve's Gully,Oblique,2011,shallow,1,Scaridae,Scraper,sca.nigr,1
Steve's Gully,Oblique,2011,shallow,1,Scaridae,Scraper,sca.rivu,8
Steve's Gully,Oblique,2011,shallow,1,Scaridae,Scraper,sca.schl,4
Steve's Gully,Oblique,2011,shallow,1,Serranidae,Carnivore,cep.argu,1
Steve's Gully,Oblique,2011,shallow,1,Serranidae,Hunting piscivore,pms.leop,1
Steve's Gully,Oblique,2011,shallow,1,Siganidae,Browser,sig.pmus,2
Steve's Gully,Oblique,2011,shallow,1,Siganidae,Spongivore,sig.puel,3
Steve's Gully,Oblique,2011,shallow,2,Acanthuridae,Browser,nas.unic,1
Steve's Gully,Oblique,2011,shallow,2,Acanthuridae,Cropper,aca.ncus,7
Steve's Gully,Oblique,2011,shallow,2,Acanthuridae,Cropper,zeb.scop,6
Steve's Gully,Oblique,2011,shallow,2,Acanthuridae,Grazer,cte.bino,1
Steve's Gully,Oblique,2011,shallow,2,Acanthuridae,Grazer,cte.stri,8
Steve's Gully,Oblique,2011,shallow,2,Acanthuridae,Planktivore,nas.annu,1
Steve's Gully,Oblique,2011,shallow,2,Balistidae,Macroinvertivore,suf.chry,1
Steve's Gully,Oblique,2011,shallow,2,Caesionidae,Planktivore,cae.cuni,3
Steve's Gully,Oblique,2011,shallow,2,Caesionidae,Planktivore,pte.diag,48
Steve's Gully,Oblique,2011,shallow,2,Chaetodontidae,Obligate corallivore,cha.afas,2
Steve's Gully,Oblique,2011,shallow,2,Chaetodontidae,Obligate corallivore,cha.rain,1
Steve's Gully,Oblique,2011,shallow,2,Chaetodontidae,Obligate corallivore,cha.ttus,6
Steve's Gully,Oblique,2011,shallow,2,Chaetodontidae,Omnivore,cha.auri,2
Steve's Gully,Oblique,2011,shallow,2,Labridae,Carnivore,epb.insi,2
Steve's Gully,Oblique,2011,shallow,2,Labridae,Hunting piscivore,tha.luna,5
Steve's Gully,Oblique,2011,shallow,2,Labridae,Macroinvertivore,che.chlo,1
Steve's Gully,Oblique,2011,shallow,2,Labridae,Macroinvertivore,che.fasc,1
Steve's Gully,Oblique,2011,shallow,2,Labridae,Macroinvertivore,cor.gaim,2
Steve's Gully,Oblique,2011,shallow,2,Labridae,Macroinvertivore,hem.fasc,1
Steve's Gully,Oblique,2011,shallow,2,Labridae,Macroinvertivore,hem.melt,1
Steve's Gully,Oblique,2011,shallow,2,Labridae,Microinvertivore,gom.vari,1
Steve's Gully,Oblique,2011,shallow,2,Labridae,Microinvertivore,hal.mela,6
Steve's Gully,Oblique,2011,shallow,2,Labridae,Microinvertivore,lab.dimi,2
Steve's Gully,Oblique,2011,shallow,2,Lutjanidae,Carnivore,lut.carp,1
Steve's Gully,Oblique,2011,shallow,2,Lutjanidae,Hunting piscivore,lut.boha,1
Steve's Gully,Oblique,2011,shallow,2,Mullidae,Macroinvertivore,par.barb,1
Steve's Gully,Oblique,2011,shallow,2,Mullidae,Macroinvertivore,par.mult,1
Steve's Gully,Oblique,2011,shallow,2,Pomacanthidae,Omnivore,cen.bico,8
Steve's Gully,Oblique,2011,shallow,2,Pomacentridae,Indeterminate farmer,pom.adel,4
Steve's Gully,Oblique,2011,shallow,2,Pomacentridae,Omnivore,pom.ambo,1
Steve's Gully,Oblique,2011,shallow,2,Pomacentridae,Omnivore,pom.brac,22
Steve's Gully,Oblique,2011,shallow,2,Pomacentridae,Omnivore,pom.molu,93
Steve's Gully,Oblique,2011,shallow,2,Pomacentridae,Planktivore,amb.cura,3
Steve's Gully,Oblique,2011,shallow,2,Pomacentridae,Planktivore,chr.tern,7
Steve's Gully,Oblique,2011,shallow,2,Pomacentridae,Planktivore,chr.viri,8
Steve's Gully,Oblique,2011,shallow,2,Pomacentridae,Planktivore,chr.webe,4
Steve's Gully,Oblique,2011,shallow,2,Pomacentridae,Planktivore,chy.roll,2
Steve's Gully,Oblique,2011,shallow,2,Pomacentridae,Planktivore,das.reti,2
Steve's Gully,Oblique,2011,shallow,2,Pomacentridae,Planktivore,neo.azys,43
Steve's Gully,Oblique,2011,shallow,2,Pomacentridae,Planktivore,pom.lepi,25
Steve's Gully,Oblique,2011,shallow,2,Pomacentridae,Planktivore,pom.naga,5
Steve's Gully,Oblique,2011,shallow,2,Scaridae,Excavator,chs.sord,1
Steve's Gully,Oblique,2011,shallow,2,Scaridae,Scraper,hip.long,1
Steve's Gully,Oblique,2011,shallow,2,Scaridae,Scraper,sca.cham,1
Steve's Gully,Oblique,2011,shallow,2,Scaridae,Scraper,sca.flav,2
Steve's Gully,Oblique,2011,shallow,2,Scaridae,Scraper,sca.ghob,1
Steve's Gully,Oblique,2011,shallow,2,Scaridae,Scraper,sca.nigr,3
Steve's Gully,Oblique,2011,shallow,2,Scaridae,Scraper,sca.rivu,9
Steve's Gully,Oblique,2011,shallow,2,Scaridae,Scraper,sca.schl,2
Steve's Gully,Oblique,2011,shallow,2,Serranidae,Carnivore,cep.argu,1
Steve's Gully,Oblique,2011,shallow,2,Serranidae,Hunting piscivore,pms.leop,2
Steve's Gully,Oblique,2011,shallow,2,Siganidae,Browser,sig.doli,5
Steve's Gully,Oblique,2011,shallow,2,Siganidae,Spongivore,sig.puel,2
Steve's Gully,Oblique,2011,shallow,2,Zanclidae,Omnivore,zan.corn,1
Steve's Gully,Oblique,2011,shallow,3,Acanthuridae,Cropper,zeb.scop,2
Steve's Gully,Oblique,2011,shallow,3,Acanthuridae,Cropper,zeb.veli,1
Steve's Gully,Oblique,2011,shallow,3,Acanthuridae,Grazer,aca.bloc,1
Steve's Gully,Oblique,2011,shallow,3,Acanthuridae,Grazer,aca.oliv,1
Steve's Gully,Oblique,2011,shallow,3,Acanthuridae,Grazer,cte.stri,8
Steve's Gully,Oblique,2011,shallow,3,Acanthuridae,Planktivore,nas.annu,3
Steve's Gully,Oblique,2011,shallow,3,Caesionidae,Planktivore,cae.cuni,18
Steve's Gully,Oblique,2011,shallow,3,Caesionidae,Planktivore,cae.tere,29
Steve's Gully,Oblique,2011,shallow,3,Caesionidae,Planktivore,pte.diag,27
Steve's Gully,Oblique,2011,shallow,3,Chaetodontidae,Microinvertivore,chm.rost,1
Steve's Gully,Oblique,2011,shallow,3,Chaetodontidae,Obligate corallivore,cha.afas,1
Steve's Gully,Oblique,2011,shallow,3,Chaetodontidae,Obligate corallivore,cha.baro,1
Steve's Gully,Oblique,2011,shallow,3,Chaetodontidae,Omnivore,cha.vaga,2
Steve's Gully,Oblique,2011,shallow,3,Labridae,Hunting piscivore,tha.luna,4
Steve's Gully,Oblique,2011,shallow,3,Labridae,Macroinvertivore,che.chlo,1
Steve's Gully,Oblique,2011,shallow,3,Labridae,Macroinvertivore,che.fasc,1
Steve's Gully,Oblique,2011,shallow,3,Labridae,Microinvertivore,hal.mela,1
Steve's Gully,Oblique,2011,shallow,3,Labridae,Microinvertivore,lab.dimi,1
Steve's Gully,Oblique,2011,shallow,3,Mullidae,Macroinvertivore,par.barb,5
Steve's Gully,Oblique,2011,shallow,3,Mullidae,Macroinvertivore,par.mult,1
Steve's Gully,Oblique,2011,shallow,3,Nemipteridae,Carnivore,sco.marg,2
Steve's Gully,Oblique,2011,shallow,3,Nemipteridae,Macroinvertivore,sco.bili,2
Steve's Gully,Oblique,2011,shallow,3,Pomacanthidae,Omnivore,cen.bico,1
Steve's Gully,Oblique,2011,shallow,3,Pomacanthidae,Omnivore,poc.sexs,2
Steve's Gully,Oblique,2011,shallow,3,Pomacentridae,Cropper,chy.rex,3
Steve's Gully,Oblique,2011,shallow,3,Pomacentridae,Extensive farmer,pom.ward,3
Steve's Gully,Oblique,2011,shallow,3,Pomacentridae,Indeterminate farmer,pom.adel,7
Steve's Gully,Oblique,2011,shallow,3,Pomacentridae,Omnivore,pom.ambo,36
Steve's Gully,Oblique,2011,shallow,3,Pomacentridae,Omnivore,pom.brac,26
Steve's Gully,Oblique,2011,shallow,3,Pomacentridae,Omnivore,pom.molu,74
Steve's Gully,Oblique,2011,shallow,3,Pomacentridae,Planktivore,acn.poly,9
Steve's Gully,Oblique,2011,shallow,3,Pomacentridae,Planktivore,amb.cura,5
Steve's Gully,Oblique,2011,shallow,3,Pomacentridae,Planktivore,chr.tern,12
Steve's Gully,Oblique,2011,shallow,3,Pomacentridae,Planktivore,chr.viri,34
Steve's Gully,Oblique,2011,shallow,3,Pomacentridae,Planktivore,chr.webe,1
Steve's Gully,Oblique,2011,shallow,3,Pomacentridae,Planktivore,das.arua,1
Steve's Gully,Oblique,2011,shallow,3,Scaridae,Scraper,sca.cham,1
Steve's Gully,Oblique,2011,shallow,3,Scaridae,Scraper,sca.flav,1
Steve's Gully,Oblique,2011,shallow,3,Scaridae,Scraper,sca.nigr,4
Steve's Gully,Oblique,2011,shallow,3,Scaridae,Scraper,sca.rivu,7
Steve's Gully,Oblique,2011,shallow,3,Scaridae,Scraper,sca.schl,4
Steve's Gully,Oblique,2011,shallow,3,Scaridae,Scraper,sca.spin,1
Steve's Gully,Oblique,2011,shallow,3,Serranidae,Hunting piscivore,pms.leop,1
Steve's Gully,Oblique,2011,shallow,3,Siganidae,Browser,sig.arge,1
Steve's Gully,Oblique,2011,shallow,3,Siganidae,Browser,sig.doli,8
Steve's Gully,Oblique,2011,shallow,3,Siganidae,Browser,sig.pmus,2
Steve's Gully,Oblique,2011,shallow,3,Siganidae,Browser,sig.vulp,1
Steve's Gully,Oblique,2011,shallow,3,Siganidae,Spongivore,sig.puel,1
Steve's Gully,Oblique,2015,deep,1,Acanthuridae,Cropper,aca.ncus,12
Steve's Gully,Oblique,2015,deep,1,Acanthuridae,Cropper,zeb.scop,2
Steve's Gully,Oblique,2015,deep,1,Acanthuridae,Grazer,aca.bloc,14
Steve's Gully,Oblique,2015,deep,1,Acanthuridae,Grazer,aca.duss,8
Steve's Gully,Oblique,2015,deep,1,Acanthuridae,Grazer,cte.bino,8
Steve's Gully,Oblique,2015,deep,1,Acanthuridae,Grazer,cte.stri,15
Steve's Gully,Oblique,2015,deep,1,Balistidae,Macroinvertivore,suf.chry,2
Steve's Gully,Oblique,2015,deep,1,Caesionidae,Planktivore,cae.cuni,210
Steve's Gully,Oblique,2015,deep,1,Chaetodontidae,Obligate corallivore,cha.rain,3
Steve's Gully,Oblique,2015,deep,1,Chaetodontidae,Obligate corallivore,cha.ttus,2
Steve's Gully,Oblique,2015,deep,1,Chaetodontidae,Omnivore,cha.auri,3
Steve's Gully,Oblique,2015,deep,1,Chaetodontidae,Omnivore,cha.ephi,1
Steve's Gully,Oblique,2015,deep,1,Labridae,Hunting piscivore,oxy.diag,2
Steve's Gully,Oblique,2015,deep,1,Labridae,Hunting piscivore,tha.luna,9
Steve's Gully,Oblique,2015,deep,1,Labridae,Macroinvertivore,che.chlo,3
Steve's Gully,Oblique,2015,deep,1,Labridae,Macroinvertivore,cho.fasc,1
Steve's Gully,Oblique,2015,deep,1,Labridae,Macroinvertivore,cor.batu,4
Steve's Gully,Oblique,2015,deep,1,Labridae,Macroinvertivore,cor.chry,2
Steve's Gully,Oblique,2015,deep,1,Labridae,Macroinvertivore,hem.melt,2
Steve's Gully,Oblique,2015,deep,1,Labridae,Microinvertivore,gom.vari,1
Steve's Gully,Oblique,2015,deep,1,Labridae,Microinvertivore,hal.mela,4
Steve's Gully,Oblique,2015,deep,1,Labridae,Microinvertivore,lab.dimi,6
Steve's Gully,Oblique,2015,deep,1,Lethrinidae,Macroinvertivore,mon.gran,1
Steve's Gully,Oblique,2015,deep,1,Lethrinidae,Macroinvertivore,mon.hete,4
Steve's Gully,Oblique,2015,deep,1,Lutjanidae,Carnivore,lut.carp,1
Steve's Gully,Oblique,2015,deep,1,Mullidae,Macroinvertivore,par.mult,1
Steve's Gully,Oblique,2015,deep,1,Nemipteridae,Carnivore,sco.marg,3
Steve's Gully,Oblique,2015,deep,1,Nemipteridae,Macroinvertivore,sco.bili,4
Steve's Gully,Oblique,2015,deep,1,Pomacanthidae,Omnivore,cen.bico,2
Steve's Gully,Oblique,2015,deep,1,Pomacanthidae,Omnivore,cen.vrol,2
Steve's Gully,Oblique,2015,deep,1,Pomacanthidae,Omnivore,poc.sexs,3
Steve's Gully,Oblique,2015,deep,1,Pomacentridae,Omnivore,amb.leuc,5
Steve's Gully,Oblique,2015,deep,1,Pomacentridae,Omnivore,neg.mela,1
Steve's Gully,Oblique,2015,deep,1,Pomacentridae,Omnivore,pom.ambo,3
Steve's Gully,Oblique,2015,deep,1,Pomacentridae,Omnivore,pom.brac,28
Steve's Gully,Oblique,2015,deep,1,Pomacentridae,Omnivore,pom.molu,22
Steve's Gully,Oblique,2015,deep,1,Pomacentridae,Planktivore,acn.poly,1
Steve's Gully,Oblique,2015,deep,1,Pomacentridae,Planktivore,amb.cura,13
Steve's Gully,Oblique,2015,deep,1,Pomacentridae,Planktivore,chr.tern,8
Steve's Gully,Oblique,2015,deep,1,Pomacentridae,Planktivore,pom.lepi,3
Steve's Gully,Oblique,2015,deep,1,Pomacentridae,Planktivore,pom.naga,9
Steve's Gully,Oblique,2015,deep,1,Scaridae,Excavator,chs.sord,4
Steve's Gully,Oblique,2015,deep,1,Scaridae,Scraper,sca.flav,4
Steve's Gully,Oblique,2015,deep,1,Scaridae,Scraper,sca.nigr,17
Steve's Gully,Oblique,2015,deep,1,Scaridae,Scraper,sca.psit,5
Steve's Gully,Oblique,2015,deep,1,Scaridae,Scraper,sca.rivu,9
Steve's Gully,Oblique,2015,deep,1,Scaridae,Scraper,sca.schl,11
Steve's Gully,Oblique,2015,deep,1,Serranidae,Carnivore,cep.cyan,2
Steve's Gully,Oblique,2015,deep,1,Serranidae,Hunting piscivore,pms.leop,3
Steve's Gully,Oblique,2015,deep,1,Siganidae,Browser,sig.doli,4
Steve's Gully,Oblique,2015,deep,1,Siganidae,Browser,sig.punc,2
Steve's Gully,Oblique,2015,deep,2,Acanthuridae,Cropper,aca.ncus,3
Steve's Gully,Oblique,2015,deep,2,Acanthuridae,Cropper,zeb.scop,4
Steve's Gully,Oblique,2015,deep,2,Acanthuridae,Grazer,aca.bloc,10
Steve's Gully,Oblique,2015,deep,2,Acanthuridae,Grazer,aca.oliv,1
Steve's Gully,Oblique,2015,deep,2,Acanthuridae,Grazer,cte.bino,4
Steve's Gully,Oblique,2015,deep,2,Acanthuridae,Grazer,cte.stri,9
Steve's Gully,Oblique,2015,deep,2,Balistidae,Macroinvertivore,bal.viri,1
Steve's Gully,Oblique,2015,deep,2,Balistidae,Macroinvertivore,suf.chry,2
Steve's Gully,Oblique,2015,deep,2,Chaetodontidae,Facultative corallivore,cha.mela,4
Steve's Gully,Oblique,2015,deep,2,Chaetodontidae,Microinvertivore,chm.rost,2
Steve's Gully,Oblique,2015,deep,2,Chaetodontidae,Obligate corallivore,cha.ttus,2
Steve's Gully,Oblique,2015,deep,2,Chaetodontidae,Omnivore,cha.auri,2
Steve's Gully,Oblique,2015,deep,2,Labridae,Carnivore,epb.insi,2
Steve's Gully,Oblique,2015,deep,2,Labridae,Hunting piscivore,tha.luna,14
Steve's Gully,Oblique,2015,deep,2,Labridae,Microinvertivore,lab.dimi,3
Steve's Gully,Oblique,2015,deep,2,Labridae,Microinvertivore,pse.hexa,7
Steve's Gully,Oblique,2015,deep,2,Lutjanidae,Carnivore,lut.carp,1
Steve's Gully,Oblique,2015,deep,2,Nemipteridae,Carnivore,sco.marg,6
Steve's Gully,Oblique,2015,deep,2,Nemipteridae,Macroinvertivore,sco.bili,1
Steve's Gully,Oblique,2015,deep,2,Pomacanthidae,Omnivore,cen.bico,4
Steve's Gully,Oblique,2015,deep,2,Pomacanthidae,Omnivore,poc.sexs,1
Steve's Gully,Oblique,2015,deep,2,Pomacentridae,Indeterminate farmer,pom.adel,6
Steve's Gully,Oblique,2015,deep,2,Pomacentridae,Omnivore,neg.mela,2
Steve's Gully,Oblique,2015,deep,2,Pomacentridae,Omnivore,pom.ambo,4
Steve's Gully,Oblique,2015,deep,2,Pomacentridae,Omnivore,pom.brac,13
Steve's Gully,Oblique,2015,deep,2,Pomacentridae,Omnivore,pom.molu,14
Steve's Gully,Oblique,2015,deep,2,Pomacentridae,Planktivore,acn.poly,1
Steve's Gully,Oblique,2015,deep,2,Pomacentridae,Planktivore,amb.cura,2
Steve's Gully,Oblique,2015,deep,2,Pomacentridae,Planktivore,das.arua,7
Steve's Gully,Oblique,2015,deep,2,Pomacentridae,Planktivore,das.reti,12
Steve's Gully,Oblique,2015,deep,2,Pomacentridae,Planktivore,pom.naga,4
Steve's Gully,Oblique,2015,deep,2,Scaridae,Scraper,sca.flav,14
Steve's Gully,Oblique,2015,deep,2,Scaridae,Scraper,sca.glob,1
Steve's Gully,Oblique,2015,deep,2,Scaridae,Scraper,sca.nigr,3
Steve's Gully,Oblique,2015,deep,2,Scaridae,Scraper,sca.psit,7
Steve's Gully,Oblique,2015,deep,2,Scaridae,Scraper,sca.rivu,5
Steve's Gully,Oblique,2015,deep,2,Scaridae,Scraper,sca.schl,5
Steve's Gully,Oblique,2015,deep,2,Serranidae,Carnivore,cep.cyan,1
Steve's Gully,Oblique,2015,deep,2,Serranidae,Hunting piscivore,pms.leop,1
Steve's Gully,Oblique,2015,deep,2,Siganidae,Browser,sig.doli,2
Steve's Gully,Oblique,2015,deep,3,Acanthuridae,Cropper,aca.ncus,7
Steve's Gully,Oblique,2015,deep,3,Acanthuridae,Cropper,zeb.scop,3
Steve's Gully,Oblique,2015,deep,3,Acanthuridae,Grazer,aca.bloc,4
Steve's Gully,Oblique,2015,deep,3,Acanthuridae,Grazer,aca.nuda,1
Steve's Gully,Oblique,2015,deep,3,Acanthuridae,Grazer,cte.bino,8
Steve's Gully,Oblique,2015,deep,3,Acanthuridae,Grazer,cte.stri,9
