Site,Exposure,year,depth,transect,Family,Functional.Group,species,abundance
Big Vickis,Sheltered,2011,deep,1,Acanthuridae,Grazer,aca.bloc,1
Big Vickis,Sheltered,2011,deep,1,Acanthuridae,Grazer,cte.bino,1
Big Vickis,Sheltered,2011,deep,1,Acanthuridae,Grazer,cte.stri,3
Big Vickis,Sheltered,2011,deep,1,Balistidae,Macroinvertivore,suf.chry,2
Big Vickis,Sheltered,2011,deep,1,Chaetodontidae,Obligate corallivore,cha.baro,4
Big Vickis,Sheltered,2011,deep,1,Chaetodontidae,Obligate corallivore,cha.ttus,2
Big Vickis,Sheltered,2011,deep,1,Labridae,Carnivore,oxy.orie,1
Big Vickis,Sheltered,2011,deep,1,Labridae,Hunting piscivore,tha.luna,2
Big Vickis,Sheltered,2011,deep,1,Labridae,Macroinvertivore,che.chlo,3
Big Vickis,Sheltered,2011,deep,1,Labridae,Macroinvertivore,che.fasc,1
Big Vickis,Sheltered,2011,deep,1,Labridae,Macroinvertivore,cor.batu,2
Big Vickis,Sheltered,2011,deep,1,Labridae,Macroinvertivore,hem.melt,1
Big Vickis,Sheltered,2011,deep,1,Labridae,Microinvertivore,hal.mela,2
Big Vickis,Sheltered,2011,deep,1,Lutjanidae,Carnivore,lut.carp,3
Big Vickis,Sheltered,2011,deep,1,Mullidae,Macroinvertivore,par.mult,1
Big Vickis,Sheltered,2011,deep,1,Nemipteridae,Macroinvertivore,sco.bili,2
Big Vickis,Sheltered,2011,deep,1,Pomacentridae,Extensive farmer,pom.ward,2
Big Vickis,Sheltered,2011,deep,1,Pomacentridae,Indeterminate farmer,pom.adel,11
Big Vickis,Sheltered,2011,deep,1,Pomacentridae,Omnivore,pom.ambo,13
Big Vickis,Sheltered,2011,deep,1,Pomacentridae,Omnivore,pom.brac,2
Big Vickis,Sheltered,2011,deep,1,Pomacentridae,Omnivore,pom.molu,62
Big Vickis,Sheltered,2011,deep,1,Pomacentridae,Planktivore,chy.roll,3
Big Vickis,Sheltered,2011,deep,1,Pomacentridae,Planktivore,das.arua,2
Big Vickis,Sheltered,2011,deep,1,Pomacentridae,Planktivore,das.reti,5
Big Vickis,Sheltered,2011,deep,1,Pomacentridae,Planktivore,pom.naga,15
Big Vickis,Sheltered,2011,deep,1,Scaridae,Scraper,sca.flav,2
Big Vickis,Sheltered,2011,deep,1,Scaridae,Scraper,sca.schl,2
Big Vickis,Sheltered,2011,deep,1,Serranidae,Hunting piscivore,pms.leop,1
Big Vickis,Sheltered,2011,deep,2,Acanthuridae,Cropper,aca.ncus,1
Big Vickis,Sheltered,2011,deep,2,Acanthuridae,Grazer,aca.bloc,4
Big Vickis,Sheltered,2011,deep,2,Acanthuridae,Grazer,cte.bino,1
Big Vickis,Sheltered,2011,deep,2,Acanthuridae,Grazer,cte.stri,7
Big Vickis,Sheltered,2011,deep,2,Balistidae,Macroinvertivore,suf.chry,2
Big Vickis,Sheltered,2011,deep,2,Chaetodontidae,Facultative corallivore,cha.klei,1
Big Vickis,Sheltered,2011,deep,2,Chaetodontidae,Omnivore,cha.auri,1
Big Vickis,Sheltered,2011,deep,2,Chaetodontidae,Omnivore,cha.vaga,2
Big Vickis,Sheltered,2011,deep,2,Labridae,Hunting piscivore,oxy.diag,1
Big Vickis,Sheltered,2011,deep,2,Labridae,Hunting piscivore,tha.luna,11
Big Vickis,Sheltered,2011,deep,2,Labridae,Macroinvertivore,che.chlo,2
Big Vickis,Sheltered,2011,deep,2,Labridae,Macroinvertivore,che.fasc,2
Big Vickis,Sheltered,2011,deep,2,Labridae,Macroinvertivore,cor.batu,1
Big Vickis,Sheltered,2011,deep,2,Labridae,Microinvertivore,hal.mela,5
Big Vickis,Sheltered,2011,deep,2,Labridae,Obligate corallivore,lbr.xant,1
Big Vickis,Sheltered,2011,deep,2,Lethrinidae,Carnivore,let.atki,1
Big Vickis,Sheltered,2011,deep,2,Mullidae,Macroinvertivore,par.barb,1
Big Vickis,Sheltered,2011,deep,2,Mullidae,Macroinvertivore,par.mult,2
Big Vickis,Sheltered,2011,deep,2,Nemipteridae,Carnivore,pen.aure,1
Big Vickis,Sheltered,2011,deep,2,Nemipteridae,Macroinvertivore,sco.bili,2
Big Vickis,Sheltered,2011,deep,2,Pomacanthidae,Omnivore,cen.bico,3
Big Vickis,Sheltered,2011,deep,2,Pomacentridae,Indeterminate farmer,pom.adel,3
Big Vickis,Sheltered,2011,deep,2,Pomacentridae,Omnivore,pom.ambo,32
Big Vickis,Sheltered,2011,deep,2,Pomacentridae,Omnivore,pom.brac,11
Big Vickis,Sheltered,2011,deep,2,Pomacentridae,Omnivore,pom.molu,62
Big Vickis,Sheltered,2011,deep,2,Pomacentridae,Planktivore,amb.cura,1
Big Vickis,Sheltered,2011,deep,2,Pomacentridae,Planktivore,chy.roll,6
Big Vickis,Sheltered,2011,deep,2,Pomacentridae,Planktivore,das.reti,8
Big Vickis,Sheltered,2011,deep,2,Pomacentridae,Planktivore,neo.azys,9
Big Vickis,Sheltered,2011,deep,2,Pomacentridae,Planktivore,pom.coel,1
Big Vickis,Sheltered,2011,deep,2,Pomacentridae,Planktivore,pom.lepi,2
Big Vickis,Sheltered,2011,deep,2,Pomacentridae,Planktivore,pom.naga,6
Big Vickis,Sheltered,2011,deep,2,Scaridae,Excavator,chs.sord,3
Big Vickis,Sheltered,2011,deep,2,Scaridae,Scraper,sca.dimi,1
Big Vickis,Sheltered,2011,deep,2,Scaridae,Scraper,sca.flav,3
Big Vickis,Sheltered,2011,deep,2,Scaridae,Scraper,sca.glob,4
Big Vickis,Sheltered,2011,deep,2,Scaridae,Scraper,sca.rivu,25
Big Vickis,Sheltered,2011,deep,2,Scaridae,Scraper,sca.schl,1
Big Vickis,Sheltered,2011,deep,2,Serranidae,Carnivore,cep.cyan,2
Big Vickis,Sheltered,2011,deep,2,Serranidae,Hunting piscivore,pms.leop,1
Big Vickis,Sheltered,2011,deep,3,Acanthuridae,Grazer,aca.bloc,7
Big Vickis,Sheltered,2011,deep,3,Acanthuridae,Grazer,cte.stri,2
Big Vickis,Sheltered,2011,deep,3,Balistidae,Macroinvertivore,suf.chry,1
Big Vickis,Sheltered,2011,deep,3,Chaetodontidae,Obligate corallivore,cha.afas,2
Big Vickis,Sheltered,2011,deep,3,Chaetodontidae,Obligate corallivore,cha.rain,1
Big Vickis,Sheltered,2011,deep,3,Labridae,Carnivore,oxy.orie,1
Big Vickis,Sheltered,2011,deep,3,Labridae,Hunting piscivore,tha.luna,6
Big Vickis,Sheltered,2011,deep,3,Labridae,Macroinvertivore,che.chlo,3
Big Vickis,Sheltered,2011,deep,3,Labridae,Macroinvertivore,cor.batu,3
Big Vickis,Sheltered,2011,deep,3,Labridae,Microinvertivore,hal.mela,3
Big Vickis,Sheltered,2011,deep,3,Nemipteridae,Carnivore,sco.mono,1
Big Vickis,Sheltered,2011,deep,3,Nemipteridae,Macroinvertivore,sco.bili,2
Big Vickis,Sheltered,2011,deep,3,Pomacentridae,Extensive farmer,pom.ward,1
Big Vickis,Sheltered,2011,deep,3,Pomacentridae,Indeterminate farmer,pom.adel,3
Big Vickis,Sheltered,2011,deep,3,Pomacentridae,Omnivore,pom.ambo,13
Big Vickis,Sheltered,2011,deep,3,Pomacentridae,Omnivore,pom.molu,68
Big Vickis,Sheltered,2011,deep,3,Pomacentridae,Planktivore,amp.akin,3
Big Vickis,Sheltered,2011,deep,3,Pomacentridae,Planktivore,chr.viri,18
Big Vickis,Sheltered,2011,deep,3,Pomacentridae,Planktivore,das.arua,15
Big Vickis,Sheltered,2011,deep,3,Pomacentridae,Planktivore,das.reti,4
Big Vickis,Sheltered,2011,deep,3,Pomacentridae,Planktivore,neo.azys,6
Big Vickis,Sheltered,2011,deep,3,Pomacentridae,Planktivore,pom.coel,1
Big Vickis,Sheltered,2011,deep,3,Pomacentridae,Planktivore,pom.naga,8
Big Vickis,Sheltered,2011,deep,3,Scaridae,Excavator,chs.sord,1
Big Vickis,Sheltered,2011,deep,3,Scaridae,Scraper,hip.long,1
Big Vickis,Sheltered,2011,deep,3,Scaridae,Scraper,sca.flav,1
Big Vickis,Sheltered,2011,deep,3,Scaridae,Scraper,sca.psit,1
Big Vickis,Sheltered,2011,deep,3,Scaridae,Scraper,sca.rivu,2
Big Vickis,Sheltered,2011,deep,3,Scaridae,Scraper,sca.schl,2
Big Vickis,Sheltered,2011,deep,3,Serranidae,Carnivore,cep.boen,1
Big Vickis,Sheltered,2011,shallow,1,Acanthuridae,Cropper,aca.ncus,3
Big Vickis,Sheltered,2011,shallow,1,Acanthuridae,Grazer,aca.bloc,2
Big Vickis,Sheltered,2011,shallow,1,Acanthuridae,Grazer,aca.xant,6
Big Vickis,Sheltered,2011,shallow,1,Acanthuridae,Grazer,cte.stri,4
Big Vickis,Sheltered,2011,shallow,1,Balistidae,Macroinvertivore,suf.chry,1
Big Vickis,Sheltered,2011,shallow,1,Chaetodontidae,Facultative corallivore,cha.citr,4
Big Vickis,Sheltered,2011,shallow,1,Chaetodontidae,Facultative corallivore,cha.mela,1
Big Vickis,Sheltered,2011,shallow,1,Chaetodontidae,Obligate corallivore,cha.baro,3
Big Vickis,Sheltered,2011,shallow,1,Chaetodontidae,Obligate corallivore,cha.ttus,2
Big Vickis,Sheltered,2011,shallow,1,Labridae,Hunting piscivore,tha.luna,3
Big Vickis,Sheltered,2011,shallow,1,Labridae,Macroinvertivore,cor.batu,3
Big Vickis,Sheltered,2011,shallow,1,Labridae,Microinvertivore,hal.mela,1
Big Vickis,Sheltered,2011,shallow,1,Mullidae,Macroinvertivore,par.barb,1
Big Vickis,Sheltered,2011,shallow,1,Mullidae,Macroinvertivore,par.mult,2
Big Vickis,Sheltered,2011,shallow,1,Nemipteridae,Macroinvertivore,sco.bili,3
Big Vickis,Sheltered,2011,shallow,1,Pomacanthidae,Omnivore,poc.sexs,2
Big Vickis,Sheltered,2011,shallow,1,Pomacentridae,Extensive farmer,pom.ward,2
Big Vickis,Sheltered,2011,shallow,1,Pomacentridae,Indeterminate farmer,pom.adel,25
Big Vickis,Sheltered,2011,shallow,1,Pomacentridae,Intensive farmer,dis.pros,1
Big Vickis,Sheltered,2011,shallow,1,Pomacentridae,Omnivore,pom.ambo,6
Big Vickis,Sheltered,2011,shallow,1,Pomacentridae,Omnivore,pom.brac,3
Big Vickis,Sheltered,2011,shallow,1,Pomacentridae,Omnivore,pom.molu,80
Big Vickis,Sheltered,2011,shallow,1,Pomacentridae,Planktivore,amb.cura,3
Big Vickis,Sheltered,2011,shallow,1,Pomacentridae,Planktivore,chy.roll,3
Big Vickis,Sheltered,2011,shallow,1,Pomacentridae,Planktivore,das.reti,1
Big Vickis,Sheltered,2011,shallow,1,Pomacentridae,Planktivore,neo.azys,3
Big Vickis,Sheltered,2011,shallow,1,Pomacentridae,Planktivore,pom.lepi,9
Big Vickis,Sheltered,2011,shallow,1,Scaridae,Excavator,chs.sord,3
Big Vickis,Sheltered,2011,shallow,1,Scaridae,Scraper,sca.cham,1
Big Vickis,Sheltered,2011,shallow,1,Scaridae,Scraper,sca.rivu,6
Big Vickis,Sheltered,2011,shallow,1,Scaridae,Scraper,sca.schl,3
Big Vickis,Sheltered,2011,shallow,2,Acanthuridae,Cropper,aca.ncus,5
Big Vickis,Sheltered,2011,shallow,2,Acanthuridae,Cropper,zeb.veli,2
Big Vickis,Sheltered,2011,shallow,2,Acanthuridae,Grazer,cte.stri,11
Big Vickis,Sheltered,2011,shallow,2,Acanthuridae,Planktivore,nas.annu,1
Big Vickis,Sheltered,2011,shallow,2,Chaetodontidae,Facultative corallivore,cha.citr,6
Big Vickis,Sheltered,2011,shallow,2,Chaetodontidae,Obligate corallivore,cha.afas,2
Big Vickis,Sheltered,2011,shallow,2,Chaetodontidae,Obligate corallivore,cha.baro,1
Big Vickis,Sheltered,2011,shallow,2,Chaetodontidae,Omnivore,cha.auri,4
Big Vickis,Sheltered,2011,shallow,2,Chaetodontidae,Omnivore,cha.vaga,2
Big Vickis,Sheltered,2011,shallow,2,Labridae,Hunting piscivore,oxy.diag,1
Big Vickis,Sheltered,2011,shallow,2,Labridae,Hunting piscivore,tha.luna,8
Big Vickis,Sheltered,2011,shallow,2,Labridae,Macroinvertivore,bod.axil,1
Big Vickis,Sheltered,2011,shallow,2,Labridae,Macroinvertivore,che.chlo,4
Big Vickis,Sheltered,2011,shallow,2,Labridae,Macroinvertivore,hem.melt,3
Big Vickis,Sheltered,2011,shallow,2,Labridae,Microinvertivore,hal.mela,2
Big Vickis,Sheltered,2011,shallow,2,Labridae,Microinvertivore,lab.dimi,3
Big Vickis,Sheltered,2011,shallow,2,Mullidae,Macroinvertivore,par.mult,5
Big Vickis,Sheltered,2011,shallow,2,Nemipteridae,Macroinvertivore,sco.bili,4
Big Vickis,Sheltered,2011,shallow,2,Pomacanthidae,Omnivore,poc.sexs,1
Big Vickis,Sheltered,2011,shallow,2,Pomacentridae,Extensive farmer,pom.ward,3
Big Vickis,Sheltered,2011,shallow,2,Pomacentridae,Indeterminate farmer,pom.adel,76
Big Vickis,Sheltered,2011,shallow,2,Pomacentridae,Indeterminate farmer,pom.chry,1
Big Vickis,Sheltered,2011,shallow,2,Pomacentridae,Intensive farmer,dis.pros,2
Big Vickis,Sheltered,2011,shallow,2,Pomacentridae,Omnivore,pom.molu,91
Big Vickis,Sheltered,2011,shallow,2,Pomacentridae,Planktivore,amb.cura,1
Big Vickis,Sheltered,2011,shallow,2,Pomacentridae,Planktivore,pom.lepi,2
Big Vickis,Sheltered,2011,shallow,2,Scaridae,Excavator,chs.sord,6
Big Vickis,Sheltered,2011,shallow,2,Scaridae,Scraper,hip.long,1
Big Vickis,Sheltered,2011,shallow,2,Scaridae,Scraper,sca.alti,1
Big Vickis,Sheltered,2011,shallow,2,Scaridae,Scraper,sca.nigr,1
Big Vickis,Sheltered,2011,shallow,2,Scaridae,Scraper,sca.rivu,3
Big Vickis,Sheltered,2011,shallow,2,Scaridae,Scraper,sca.schl,2
Big Vickis,Sheltered,2011,shallow,2,Serranidae,Carnivore,cep.argu,1
Big Vickis,Sheltered,2011,shallow,2,Serranidae,Carnivore,cep.boen,1
Big Vickis,Sheltered,2011,shallow,2,Siganidae,Browser,sig.doli,2
Big Vickis,Sheltered,2011,shallow,2,Siganidae,Browser,sig.vulp,1
Big Vickis,Sheltered,2011,shallow,3,Acanthuridae,Cropper,aca.ncus,4
Big Vickis,Sheltered,2011,shallow,3,Acanthuridae,Cropper,zeb.veli,2
Big Vickis,Sheltered,2011,shallow,3,Acanthuridae,Grazer,aca.bloc,5
Big Vickis,Sheltered,2011,shallow,3,Acanthuridae,Grazer,cte.stri,2
Big Vickis,Sheltered,2011,shallow,3,Chaetodontidae,Facultative corallivore,cha.citr,2
Big Vickis,Sheltered,2011,shallow,3,Chaetodontidae,Obligate corallivore,cha.baro,1
Big Vickis,Sheltered,2011,shallow,3,Chaetodontidae,Obligate corallivore,cha.ttus,4
Big Vickis,Sheltered,2011,shallow,3,Chaetodontidae,Omnivore,cha.auri,1
Big Vickis,Sheltered,2011,shallow,3,Chaetodontidae,Omnivore,cha.ephi,2
Big Vickis,Sheltered,2011,shallow,3,Chaetodontidae,Omnivore,cha.vaga,4
Big Vickis,Sheltered,2011,shallow,3,Labridae,Hunting piscivore,tha.luna,6
Big Vickis,Sheltered,2011,shallow,3,Labridae,Macroinvertivore,che.chlo,2
Big Vickis,Sheltered,2011,shallow,3,Labridae,Macroinvertivore,che.fasc,1
Big Vickis,Sheltered,2011,shallow,3,Labridae,Macroinvertivore,hal.hort,1
Big Vickis,Sheltered,2011,shallow,3,Labridae,Microinvertivore,lab.dimi,3
Big Vickis,Sheltered,2011,shallow,3,Labridae,Omnivore,tha.jans,1
Big Vickis,Sheltered,2011,shallow,3,Mullidae,Macroinvertivore,par.barb,1
Big Vickis,Sheltered,2011,shallow,3,Mullidae,Macroinvertivore,par.mult,1
Big Vickis,Sheltered,2011,shallow,3,Nemipteridae,Macroinvertivore,sco.bili,3
Big Vickis,Sheltered,2011,shallow,3,Pomacanthidae,Omnivore,poc.semi,1
Big Vickis,Sheltered,2011,shallow,3,Pomacentridae,Extensive farmer,pom.ward,4
Big Vickis,Sheltered,2011,shallow,3,Pomacentridae,Indeterminate farmer,pom.adel,2
Big Vickis,Sheltered,2011,shallow,3,Pomacentridae,Indeterminate farmer,pom.chry,2
Big Vickis,Sheltered,2011,shallow,3,Pomacentridae,Intensive farmer,dis.pers,1
Big Vickis,Sheltered,2011,shallow,3,Pomacentridae,Omnivore,pom.ambo,28
Big Vickis,Sheltered,2011,shallow,3,Pomacentridae,Omnivore,pom.molu,92
Big Vickis,Sheltered,2011,shallow,3,Pomacentridae,Planktivore,pom.coel,7
Big Vickis,Sheltered,2011,shallow,3,Pomacentridae,Planktivore,pom.lepi,6
Big Vickis,Sheltered,2011,shallow,3,Pomacentridae,Planktivore,pom.naga,8
Big Vickis,Sheltered,2011,shallow,3,Scaridae,Excavator,chs.sord,2
Big Vickis,Sheltered,2011,shallow,3,Scaridae,Scraper,sca.nigr,3
Big Vickis,Sheltered,2011,shallow,3,Scaridae,Scraper,sca.rivu,4
Big Vickis,Sheltered,2011,shallow,3,Scaridae,Scraper,sca.schl,2
Big Vickis,Sheltered,2011,shallow,3,Serranidae,Hunting piscivore,pms.leop,1
Big Vickis,Sheltered,2011,shallow,3,Siganidae,Browser,sig.doli,2
Big Vickis,Sheltered,2015,deep,1,Acanthuridae,Grazer,aca.bloc,1
Big Vickis,Sheltered,2015,deep,1,Acanthuridae,Grazer,cte.stri,3
Big Vickis,Sheltered,2015,deep,1,Carangidae,Macroinvertivore,tra.bloc,1
Big Vickis,Sheltered,2015,deep,1,Chaetodontidae,Facultative corallivore,cha.mela,2
Big Vickis,Sheltered,2015,deep,1,Chaetodontidae,Facultative corallivore,cha.spec,2
Big Vickis,Sheltered,2015,deep,1,Chaetodontidae,Obligate corallivore,cha.afas,4
Big Vickis,Sheltered,2015,deep,1,Chaetodontidae,Obligate corallivore,cha.pleb,1
Big Vickis,Sheltered,2015,deep,1,Chaetodontidae,Omnivore,cha.ephi,2
Big Vickis,Sheltered,2015,deep,1,Labridae,Carnivore,epb.insi,1
Big Vickis,Sheltered,2015,deep,1,Labridae,Hunting piscivore,oxy.diag,1
Big Vickis,Sheltered,2015,deep,1,Labridae,Hunting piscivore,tha.luna,5
Big Vickis,Sheltered,2015,deep,1,Labridae,Macroinvertivore,che.chlo,2
Big Vickis,Sheltered,2015,deep,1,Labridae,Macroinvertivore,che.fasc,1
Big Vickis,Sheltered,2015,deep,1,Labridae,Macroinvertivore,hem.melt,3
Big Vickis,Sheltered,2015,deep,1,Labridae,Microinvertivore,lab.dimi,4
Big Vickis,Sheltered,2015,deep,1,Lutjanidae,Carnivore,lut.carp,1
Big Vickis,Sheltered,2015,deep,1,Lutjanidae,Carnivore,lut.gibb,1
Big Vickis,Sheltered,2015,deep,1,Nemipteridae,Carnivore,sco.marg,2
Big Vickis,Sheltered,2015,deep,1,Nemipteridae,Macroinvertivore,sco.bili,1
Big Vickis,Sheltered,2015,deep,1,Pomacanthidae,Omnivore,poc.sexs,4
Big Vickis,Sheltered,2015,deep,1,Pomacentridae,Indeterminate farmer,pom.adel,21
Big Vickis,Sheltered,2015,deep,1,Pomacentridae,Omnivore,neg.mela,1
Big Vickis,Sheltered,2015,deep,1,Pomacentridae,Omnivore,pom.ambo,12
Big Vickis,Sheltered,2015,deep,1,Pomacentridae,Omnivore,pom.brac,21
Big Vickis,Sheltered,2015,deep,1,Pomacentridae,Omnivore,pom.molu,10
Big Vickis,Sheltered,2015,deep,1,Pomacentridae,Planktivore,amb.cura,3
Big Vickis,Sheltered,2015,deep,1,Pomacentridae,Planktivore,das.arua,1
Big Vickis,Sheltered,2015,deep,1,Pomacentridae,Planktivore,das.reti,2
Big Vickis,Sheltered,2015,deep,1,Pomacentridae,Planktivore,neo.azys,18
Big Vickis,Sheltered,2015,deep,1,Pomacentridae,Planktivore,pom.naga,17
Big Vickis,Sheltered,2015,deep,1,Scaridae,Excavator,chs.sord,1
Big Vickis,Sheltered,2015,deep,1,Scaridae,Scraper,sca.alti,2
Big Vickis,Sheltered,2015,deep,1,Scaridae,Scraper,sca.cham,1
Big Vickis,Sheltered,2015,deep,1,Scaridae,Scraper,sca.flav,6
Big Vickis,Sheltered,2015,deep,1,Scaridae,Scraper,sca.nigr,5
Big Vickis,Sheltered,2015,deep,1,Scaridae,Scraper,sca.rivu,12
Big Vickis,Sheltered,2015,deep,1,Scaridae,Scraper,sca.schl,3
Big Vickis,Sheltered,2015,deep,1,Serranidae,Carnivore,cep.boen,1
Big Vickis,Sheltered,2015,deep,1,Serranidae,Carnivore,cep.cyan,1
Big Vickis,Sheltered,2015,deep,1,Siganidae,Browser,sig.doli,4
Big Vickis,Sheltered,2015,deep,1,Siganidae,Browser,sig.pmus,2
Big Vickis,Sheltered,2015,deep,1,Siganidae,Browser,sig.vulp,2
Big Vickis,Sheltered,2015,deep,1,Siganidae,Grazer,sig.line,2
Big Vickis,Sheltered,2015,deep,1,Siganidae,Spongivore,sig.puel,2
Big Vickis,Sheltered,2015,deep,2,Acanthuridae,Cropper,zeb.scop,1
Big Vickis,Sheltered,2015,deep,2,Acanthuridae,Grazer,aca.aura,1
Big Vickis,Sheltered,2015,deep,2,Acanthuridae,Grazer,aca.bloc,3
Big Vickis,Sheltered,2015,deep,2,Acanthuridae,Grazer,cte.stri,1
Big Vickis,Sheltered,2015,deep,2,Balistidae,Macroinvertivore,suf.chry,2
Big Vickis,Sheltered,2015,deep,2,Chaetodontidae,Facultative corallivore,cha.mela,2
Big Vickis,Sheltered,2015,deep,2,Chaetodontidae,Microinvertivore,chm.rost,1
Big Vickis,Sheltered,2015,deep,2,Chaetodontidae,Obligate corallivore,cha.afas,4
Big Vickis,Sheltered,2015,deep,2,Haemulidae,Carnivore,dia.pict,2
Big Vickis,Sheltered,2015,deep,2,Haemulidae,Macroinvertivore,ple.chry,1
Big Vickis,Sheltered,2015,deep,2,Labridae,Carnivore,che.undu,1
Big Vickis,Sheltered,2015,deep,2,Labridae,Carnivore,cir.punc,4
Big Vickis,Sheltered,2015,deep,2,Labridae,Hunting piscivore,tha.luna,3
Big Vickis,Sheltered,2015,deep,2,Labridae,Macroinvertivore,che.fasc,2
Big Vickis,Sheltered,2015,deep,2,Labridae,Macroinvertivore,cor.batu,1
Big Vickis,Sheltered,2015,deep,2,Labridae,Microinvertivore,hal.mela,1
Big Vickis,Sheltered,2015,deep,2,Labridae,Microinvertivore,lab.dimi,2
Big Vickis,Sheltered,2015,deep,2,Labridae,Microinvertivore,pse.hexa,4
Big Vickis,Sheltered,2015,deep,2,Lethrinidae,Carnivore,let.atki,1
Big Vickis,Sheltered,2015,deep,2,Lethrinidae,Carnivore,let.nebu,2
Big Vickis,Sheltered,2015,deep,2,Lethrinidae,Macroinvertivore,let.obso,1
Big Vickis,Sheltered,2015,deep,2,Lutjanidae,Carnivore,lut.carp,1
Big Vickis,Sheltered,2015,deep,2,Lutjanidae,Carnivore,lut.gibb,1
Big Vickis,Sheltered,2015,deep,2,Lutjanidae,Hunting piscivore,lut.mono,1
Big Vickis,Sheltered,2015,deep,2,Pomacanthidae,Omnivore,poc.sexs,1
Big Vickis,Sheltered,2015,deep,2,Pomacentridae,Indeterminate farmer,pom.adel,8
Big Vickis,Sheltered,2015,deep,2,Pomacentridae,Omnivore,neg.mela,1
Big Vickis,Sheltered,2015,deep,2,Pomacentridae,Omnivore,pom.ambo,9
Big Vickis,Sheltered,2015,deep,2,Pomacentridae,Omnivore,pom.brac,20
Big Vickis,Sheltered,2015,deep,2,Pomacentridae,Omnivore,pom.molu,122
Big Vickis,Sheltered,2015,deep,2,Pomacentridae,Planktivore,chr.tern,282
Big Vickis,Sheltered,2015,deep,2,Pomacentridae,Planktivore,chr.viri,35
Big Vickis,Sheltered,2015,deep,2,Pomacentridae,Planktivore,neo.azys,45
Big Vickis,Sheltered,2015,deep,2,Pomacentridae,Planktivore,pom.naga,7
Big Vickis,Sheltered,2015,deep,2,Scaridae,Scraper,sca.flav,6
Big Vickis,Sheltered,2015,deep,2,Scaridae,Scraper,sca.nigr,3
Big Vickis,Sheltered,2015,deep,2,Scaridae,Scraper,sca.rivu,2
Big Vickis,Sheltered,2015,deep,2,Scaridae,Scraper,sca.schl,4
Big Vickis,Sheltered,2015,deep,2,Serranidae,Carnivore,cep.cyan,1
Big Vickis,Sheltered,2015,deep,2,Serranidae,Hunting piscivore,pms.leop,5
Big Vickis,Sheltered,2015,deep,2,Siganidae,Browser,sig.doli,2
Big Vickis,Sheltered,2015,deep,2,Siganidae,Grazer,sig.line,2
Big Vickis,Sheltered,2015,deep,3,Acanthuridae,Grazer,aca.duss,1
Big Vickis,Sheltered,2015,deep,3,Acanthuridae,Grazer,cte.stri,2
Big Vickis,Sheltered,2015,deep,3,Chaetodontidae,Facultative corallivore,cha.mela,3
Big Vickis,Sheltered,2015,deep,3,Chaetodontidae,Facultative corallivore,cha.raff,2
Big Vickis,Sheltered,2015,deep,3,Chaetodontidae,Obligate corallivore,cha.afas,1
Big Vickis,Sheltered,2015,deep,3,Chaetodontidae,Obligate corallivore,cha.baro,2
Big Vickis,Sheltered,2015,deep,3,Chaetodontidae,Obligate corallivore,cha.ttus,2
Big Vickis,Sheltered,2015,deep,3,Chaetodontidae,Omnivore,cha.ephi,2
Big Vickis,Sheltered,2015,deep,3,Chaetodontidae,Omnivore,cha.vaga,2
Big Vickis,Sheltered,2015,deep,3,Chaetodontidae,Spongivore,crd.chry,2
Big Vickis,Sheltered,2015,deep,3,Haemulidae,Carnivore,dia.pict,2
Big Vickis,Sheltered,2015,deep,3,Haemulidae,Macroinvertivore,ple.chry,2
Big Vickis,Sheltered,2015,deep,3,Labridae,Hunting piscivore,tha.luna,2
Big Vickis,Sheltered,2015,deep,3,Labridae,Macroinvertivore,che.fasc,4
Big Vickis,Sheltered,2015,deep,3,Labridae,Macroinvertivore,hal.marg,1
Big Vickis,Sheltered,2015,deep,3,Labridae,Microinvertivore,hal.mela,4
Big Vickis,Sheltered,2015,deep,3,Labridae,Microinvertivore,lab.dimi,3
Big Vickis,Sheltered,2015,deep,3,Labridae,Microinvertivore,pse.hexa,4
Big Vickis,Sheltered,2015,deep,3,Mullidae,Macroinvertivore,par.barb,2
Big Vickis,Sheltered,2015,deep,3,Nemipteridae,Carnivore,sco.marg,2
Big Vickis,Sheltered,2015,deep,3,Nemipteridae,Carnivore,sco.mono,1
Big Vickis,Sheltered,2015,deep,3,Pomacanthidae,Omnivore,cen.bico,2
Big Vickis,Sheltered,2015,deep,3,Pomacanthidae,Omnivore,cen.vrol,1
Big Vickis,Sheltered,2015,deep,3,Pomacanthidae,Omnivore,poc.sexs,1
Big Vickis,Sheltered,2015,deep,3,Pomacentridae,Indeterminate farmer,pom.adel,14
Big Vickis,Sheltered,2015,deep,3,Pomacentridae,Intensive farmer,dis.mela,2
Big Vickis,Sheltered,2015,deep,3,Pomacentridae,Intensive farmer,dis.pers,1
Big Vickis,Sheltered,2015,deep,3,Pomacentridae,Intensive farmer,dis.pros,3
Big Vickis,Sheltered,2015,deep,3,Pomacentridae,Omnivore,pom.ambo,3
Big Vickis,Sheltered,2015,deep,3,Pomacentridae,Omnivore,pom.brac,7
Big Vickis,Sheltered,2015,deep,3,Pomacentridae,Omnivore,pom.molu,12
Big Vickis,Sheltered,2015,deep,3,Pomacentridae,Planktivore,acn.poly,3
Big Vickis,Sheltered,2015,deep,3,Pomacentridae,Planktivore,amb.cura,13
Big Vickis,Sheltered,2015,deep,3,Pomacentridae,Planktivore,pom.naga,1
